{'global': {'threads': 16, 'cuda': True, 'batch_size': 512, 'max_tokens': 20, 'visual_feature_size': 768, 'cosine_annealing_steps': 1, 'dexter': False, 'clap': True, 'palmtree': True, 'interval': 4, 'decoder_type': 'lord', 'no_combo': False}, 'COMBO': {'learning_rate': 5e-05, 'epochs': 80, 'max_grad_norm': 1, 'weight_decay': 0.01, 'warmup_percent': 1.0, 'Dexter2Seq': {'patches': 16, 'dim_inter': 32}, 'Clap2Seq': {'patches': 16, 'dim_inter': 48}, 'PalmtreeSeq': {'size': 50, 'emb_size': 128}, 'CoCa': {'unimodal_depth': 6, 'multimodal_depth': 6, 'dim_head': 24, 'head': 32, 'feedforward_factor': 4, 'dropout': 0, 'final_mlp_depth': 1, 'caption_loss_weight': 1.0, 'contrastive_loss_weight': 1.0, 'num_img_queries': 63}}, 'LORD': {'learning_rate_combo': 1e-05, 'learning_rate_lord': 5e-05, 'epochs': 80, 'max_grad_norm': 1, 'weight_decay': 0.01, 'warmup_percent': 1.0, 'LORD': {'depth': 12, 'head': 32, 'feedforward_factor': 4, 'dropout': 0.1, 'final_mlp_depth': 1, 'loss_type': 'smooth'}}}
<shared-project-root>/baselines/blens/inferenceCOMBO.py:37: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  combo.load_state_dict(torch.load(os.path.join(directoryXP, f"COMBO-Function-0")))
output: sq_lite_3_database_malloc_zero
target: ngx_resolver_cleanup
output: ngx_resolver_cleanup
target: ngx_resolver_cleanup_tree
output: ngx_resolver_cleanup_tree
target: ngx_resolver_compare_server
output: ip_file
target: ngx_resolver_copy
output: move_section_contents
target: ngx_resolver_create
output: fd_addition_merge_section
target: ngx_resolver_create_configuration
output: update_multi_line
target: ngx_resolver_duplicate
output: sq_lite_3_database_string_duplicate
target: ngx_resolver
output: ngx_http_file_cache_lookup
target: ngx_resolver
output: ngx_resolver
target: ngx_resolver_free_node
output: ngx_resolver_free_node
target: ngx_resolver_initialise_configuration
output: sq_lite_3_result_text
target: ngx_resolver_log_error
output: ngx_http_log_error
target: ngx_resolver_lookup_address_6
output: ngx_http_file_cache_lookup
target: ngx_resolver_lookup_name
output: ngx_http_file_cache_lookup
target: ngx_resolver_lookup_server
output: ngx_http_file_cache_lookup
target: ngx_resolver_process
output: sq_lite_3_where_filter
target: ngx_resolver_tree_insert_address_6_value
output: ngx_resolver_tree_insert_address_6_value
target: ngx_resolver_tree_insert_value
output: ngx_resolver_tree_insert_value
target: ngx_resolver
output: ngx_http_get_variable
target: ngx_resolver_empty
output: get
target: ngx_resolver_handler
output: ngx_resolver_handler
target: ngx_resolver_resolve_server_names
output: ngx_resolver_resolve_server_names
target: ngx_resolver_send_query
output: tree_move_to
target: ngx_resolver_send_query
output: free_4
target: ngx_resolver_send_query
output: sq_lite_3_expression_and
target: ngx_resolver_set
output: ngx_http_proxy_create_request
target: ngx_resolver_server_names_handler
output: ngx_resolver_server_names_handler
target: ngx_resolver_stats_initialise_zone
output: group
target: ngx_resolver_stats
output: sq_lite_3_timestamp_5_expression_and
target: ngx_resolver_string_error
output: addition_1_buffer
target: ngx_resolver_read
output: ngx_resolver_read
target: ngx_resolver_write
output: ngx_resolver_write
target: ngx_resolver_handler
output: ngx_http_limit_connection_cleanup
target: ngx_resolver_read
output: at_number
target: ngx_connection
output: ctf_string_count_string_tab
target: ngx_string_case_compare
output: lua
target: ngx_compare
output: xml_utf_8_string_position
target: ngx_lock
output: value
target: ngx_lock_lock
output: host_name_check_group
target: ngx_lock_unlock
output: next_argument
target: ngx_lock_lock
output: fd_get_next_section_by_name
target: ngx_send_low_at
output: curl_connection_cache_initialise
target: ngx_send_message
output: safe_time_ns
target: ngx_set_cpu
output: ngx_set_cpu
target: ngx_set_env
output: ngx_http_variable_information
target: ngx_set_environment
output: ngx_http_log_handler
target: ngx_set_file_time
output: is
target: ngx_set
output: archive_write_log
target: ngx_set
output: is_assignment
target: ngx_set_timer
output: ngx_http_upstream_ip_hash
target: ngx_set_source_address_message
output: database_page_index
target: ngx_set_user
output: builtin_initialise
target: ngx_set_worker
output: fd_elf_string_tab_size
target: ngx_set
output: print_time
target: ngx_set_process_fmt
output: diff_argument
target: ngx_sha_1_body
output: ngx_md_5_body
target: ngx_sha_1_final
output: time_to_chars
target: ngx_sha_1_initialise
output: sha_1_initialise_context
target: ngx_sha_1_update
output: md_5_process_bytes
target: ngx_memory_addition
output: ngx_http_upstream_process
target: ngx_alloc
output: ngx_poll_initialise
target: ngx_free
output: ngx_http_file_cache_delete_file
target: ngx_create
output: curl_ssl_set_engine
target: ngx_destroy
output: fd_elf_string_tab_delete_ref
target: ngx_unlock
output: free
target: ngx_lock
output: integer_remove
target: ngx_try_lock
output: get_index_for_type
target: ngx_unlock
output: action_sort_by_memory
target: ngx
output: ngx
target: ngx_timer_handler
output: ngx_timer_handler
target: ngx_signal_handler
output: debug_post_execute
target: ngx_signal_process
output: convert
target: ngx_signal_worker
output: bb_mb
target: ngx_single_process_cycle
output: xml_parse
target: ngx_alloc
output: memory_duplicate
target: ngx_alloc
output: bi_et_not
target: ngx_alloc
output: ngx_http_fast_cache_key
target: ngx
output: memory_duplicate
target: ngx
output: fd_alloc
target: ngx_error
output: ngx_http_log_request_time
target: ngx_free
output: print_script
target: ngx_free
output: ngx_http_log_variable_compile_name
target: ngx_free
output: ngx_free
target: ngx_initialise
output: end
target: ngx_sizes_initialise
output: alloc_data
target: ngx_print
output: gr_ec_sprint
target: ngx_print
output: gr_ec_sprint
target: ngx_sock_to
output: code_compare
target: ngx_sort
output: ngx_http_file_cache_file
target: ngx_process
output: get_section_word
target: ngx_lock
output: buffer_map
target: ngx_sprint
output: get_option_32_long
target: ngx_sprint_number
output: lz_4_decompress_fast
target: ngx_sprint_string
output: ngx_sprint_string
target: ngx_start_cache
output: ngx_start_cache
target: ngx_start_worker
output: sq_lite_3_schema_get
target: ngx_string_tree_insert_value
output: ngx_http_file_cache_header
target: ngx_string_tree_lookup
output: ngx_http_file_cache_file
target: ngx_string_case_compare
output: compute_device
target: ngx_string
output: dl_ang_back_ref
target: ngx_string_error
output: 2_realloc
target: ngx_string_error_initialise
output: sq_lite_3_library_version_number
target: ngx_string_case_string
output: ngx_http_file_cache_lookup
target: ngx_string_low
output: curl
target: ngx_string_case_compare
output: decode_nla_hardware_address
target: ngx_string_length
output: 
target: ngx_string_string
output: curl_argument_name
target: ngx_string_string
output: internal_sr_ec_write_object_contents
target: ngx_addition_header
output: process_elf_note
target: ngx_cleanup
output: ngx_cleanup
target: ngx_log_error
output: ngx_http_log_error
target: ngx_process_configuration
output: file
target: ngx_send
output: ngx_open_file
target: ngx
output: put
target: ngx_no
output: ngx_poll_initialise
target: ngx_no_push
output: option
target: ngx_push
output: option
target: ngx_time_initialise
output: re
target: ngx_time_signal_safe_update
output: parse_file_mode
target: ngx_time_update
output: parse_list
target: ngx_timer_signal_handler
output: set_binary
target: ngx_update
output: initialise
target: ngx_try_lock_mutex
output: fd_cache_close_all
target: ngx_try_lock_fd
output: curl_easy_get_information_error_curl_tls_sess_io_information
target: ngx_tree_insert_value
output: ngx_http_limit_request
target: ngx_ec
output: curl_ssl_filter_remove
target: ngx_unix_ec
output: safe_write
target: ngx_unix_send
output: ctf_addition
target: ngx_unix_send_message_chain
output: ngx_http_initialise
target: ngx_un_escape
output: parse
target: ngx_unix_ec
output: fd_version_to_symbols
target: ngx_unix_send
output: gl_linked_sorted_list_index_of_from_to
target: ngx_module
output: ngx_module
target: ngx_unlock_fd
output: curl_easy_get_information_error_curl_tls_sess_io_information
target: ngx_update_process
output: file_meter_update_values
target: ngx_utf_8_copy_string
output: xml_debug_dump_attribute_list
target: ngx_utf_8_decode
output: utf_8_to_uni_code
target: ngx_utf_8_encode
output: byte_get_endian
target: ngx_utf_8_length
output: get
target: ngx_print
output: print_parse
target: ngx_tree
output: fd_elf_slurp_re_location_section
target: ngx_worker_process_cycle
output: process_program_headers
target: ngx_worker_process_exit
output: ngx_worker_process_exit
target: ngx_worker_process_initialise
output: ngx_worker_process_initialise
target: ngx_write_chain_to_file
output: ctf_lookup_by_name_internal
target: ngx_write_chain_to_temp_file
output: fd_elf_link_hash_hide_symbol
target: ngx_write
output: malloc_read_with_buffer
target: ngx_write_file
output: read_line_buffer
target: ngx_write_standard_error
output: write_string
target: ngx_write_standard_out
output: tz_alloc
target: ngx_write
output: fd_elf_32_write_and_ehdr
target: ngx_write_chain
output: curl_get_date
target: register_tm_clones
output: dh_cp_io_character_close
target: do_global_auxiliary
output: do_global_auxiliary
target: dl_relocate_static
output: zn_5_color_2_event
target: finalise
output: curl_easy_set_option_error_debug_callback
target: initialise
output: ar_multiply_usage
target: start
output: start
target: de_register_tm_clones
output: de_register_tm_clones
target: main
output: decimal_array
target: ngx_log_error
output: message
target: ngx_addition_event
output: ngx_http_upstream_rewrite_location
target: ngx_addition_module
output: ngx_http_log_set_log
target: ngx_addition_path
output: ngx_http_fast_create_key
target: ngx_alloc
output: open
target: ngx_alloc_chain_link
output: curl_connection_cf_insert_after
target: ngx_api_addition
output: ngx_http_log_set_log
target: ngx_api_address_handler
output: ngx_http_proxy_rewrite_regex
target: ngx_api_config_files_handler
output: curl_list
target: ngx_api_config_files_iterate
output: lz_4_hc_count_pattern
target: ngx_api_handler
output: done_rewrite
target: ngx_api_load_time_handler
output: clear
target: ngx_api_pp_handler
output: archive_write_gnu_tar_finish_entry
target: ngx_api_cleanup
output: fd_elf_link_addition_version
target: ngx_api_handler
output: yy_load_buffer_state
target: ngx_api_handler
output: yy_load_buffer_state
target: ngx_api_create_configuration
output: create
target: ngx_api_entries_duplicate
output: ctf_dict_open_cached
target: ngx_api_entries_free
output: print_bpf_obj_information
target: ngx_api_flag_handler
output: ip_file_base
target: ngx_api_generic_iterate
output: archive_entry_sparse_count
target: ngx_api_http_cache_handler
output: get_uni_code_byte
target: ngx_api_http_cache_handler
output: 
target: ngx_api_http_cache_handler
output: make_temp_file
target: ngx_api_http_cache_max_size_handler
output: pr_event_file
target: ngx_api_http_cache_handler
output: make_temp_file
target: ngx_api_http_cache_size_handler
output: 13_update
target: ngx_api_http_handler
output: remove_option_initialise
target: ngx_api_http_iterate
output: ngx_http_upstream_get_keep_peer
target: ngx_api_http_limit_connection_handler
output: rush_database_lock
target: ngx_api_http_limit_connection_handler
output: elf_86_64_re_location_type_class
target: ngx_api_http_limit_connection_iterate
output: ctf_link_input_name
target: ngx_api_http_limit_request_handler
output: rush_database_lock
target: ngx_api_http_limit_request_handler
output: elf_86_64_re_location_type_class
target: ngx_api_http_limit_request_iterate
output: ctf_archive_names
target: ngx_api_http_location_handler
output: rush_database_lock
target: ngx_api_http_location_handler
output: sq_lite_3_columns_from_expression_list
target: ngx_api_http_codes_handler
output: expression
target: ngx_api_http_codes_iterate
output: ngx_http_upstream_process
target: ngx_api_http_server_handler
output: rush_database_lock
target: ngx_api_http_server_handler
output: elf_86_64_re_location_type_class
target: ngx_api_http_zone_handler
output: job_get_data
target: ngx_api_http_iterate
output: archive_entry_sparse_next
target: ngx_api_next_segment
output: linen
target: ngx_api_number_handler
output: ip_file_base
target: ngx_api_object_handler
output: options_get_abi_size
target: ngx_api_object_iterate
output: ngx_http_addition_er
target: ngx_api_handler
output: remove_number
target: ngx_api_iterate
output: archive_entry_sparse_next
target: ngx_api_root
output: fetch
target: ngx_api_handler
output: string_coll
target: ngx_api_used_handler
output: 13_update
target: ngx_api_slot_free_handler
output: text_buffer_append
target: ngx_api_handler
output: run
target: ngx_api_iterate
output: ngx_http_file_cache_tree_insert_value
target: ngx_api_handler
output: process_find_command
target: ngx_api_iterate
output: ngx_http_gz_ip_filter_addition_data
target: ngx_api_string_handler
output: ip_file_base
target: ngx_api_structure_handler
output: ngx_http_upstream_ip_hash
target: ngx_api_structure_integer_64_handler
output: ngx_http_upstream_ip_hash
target: ngx_api_structure_integer_handler
output: ngx_http_upstream_ip_hash
target: ngx_api_structure_string_handler
output: curl_connection_cf_discard_all
target: ngx_api_time_handler
output: file_lookup
target: ngx_array_create
output: gl_linked_nx_create
target: ngx_array_destroy
output: yy_get_state
target: ngx_array_push
output: gl_linked_remove_at
target: ngx_array_push
output: bits_et_set
target: ngx_at
output: buffer
target: ngx_at
output: 
target: ngx
output: sq_lite_3_memory_used
target: ngx_bpf_load_program
output: ctf_addition
target: ngx_bpf_map_create
output: 16_same_name_rk_9_reference_1
target: ngx_bpf_map_delete
output: quote_argument_style
target: ngx_bpf_map_lookup
output: onig_find_block_ip
target: ngx_bpf_map_update
output: onig_find_with_para
target: ngx_bpf_program_link
output: env_store
target: ngx_cache_process_handler
output: ngx_cache_process_handler
target: ngx_cache_process_cycle
output: ngx_cache_process_cycle
target: ngx_cache_process_handler
output: ngx_cache_process_handler
target: ngx
output: fd_generic_link_hash_table_create
target: ngx_chain_addition_copy
output: transfer_entries
target: ngx_chain_file
output: write_entry
target: ngx_chain_get_free_buffer
output: ngx_http_charset_get_buffer
target: ngx_chain_update
output: ctf_list
target: ngx_chain_update
output: lua_value
target: ngx_chain
output: ngx_http_upstream_process_headers
target: ngx_handler
output: ngx_handler
target: ngx_match
output: where_loop_find
target: ngx_clean_old
output: ngx_clean_old
target: ngx_cleanup_environment
output: server_client_clear
target: ngx_cleanup_environment_variable
output: ar_multiply_replace
target: ngx_clone
output: curl_check_headers
target: ngx_close_connection
output: ngx_close_connection
target: ngx_close_cached_file
output: ngx_close_cached_file
target: ngx_close
output: ngx_poll_done
target: ngx_close_connection
output: json_each_cursor_reset
target: ngx_close_file_mapping
output: ngx_close_connection
target: ngx_close_glob
output: process_flush_peer
target: ngx_close
output: ngx_event_addition_timer
target: ngx_close
output: restore_parent_fd
target: ngx_compare_sock_address
output: fd_per_byte
target: ngx_configuration_check_number
output: ngx_http_upstream_process_cache_control
target: ngx_configuration
output: system_rt_signal_queue_information
target: ngx_configuration_flush_files
output: ngx_configuration_flush_files
target: ngx_configuration_full_name
output: fd_elf_rel_local_sym
target: ngx_configuration_include
output: ngx_http_fast_pass
target: ngx_configuration_log_error
output: bits_et_and_compare
target: ngx_configuration_merge_path_value
output: print
target: ngx_configuration_open_file
output: ngx_http_fast_split
target: ngx_configuration_para
output: 
target: ngx_configuration_parse
output: find_and_process_abbrev_set
